,PseudoTime
HFB13_001,0.10926938418207789
PSA1_077,0.03252668673178173
4SGA7_216,0.5916927228708
4SGA9_044,0.5905006462944481
PSA7_056,0.02010052812455719
4SFGA6_077,0.08586885955136142
HFB10_026,0.13856177063385472
HFB13_078,0.022535717060180066
NPB5_056,0.08007904923883473
NPB4_033,0.014645584045825784
HFB12_065,0.06933982090392626
NPA7_072,0.03699131926144482
HFA1_119,0.03286059052958788
4SGA7_065,0.4208915606236678
4SGA7_170,0.5124180329867788
4SFGA3_045,0.8741057450540842
4SFGA6_028,0.12024377001791234
4SGA7_199,0.5954998093084461
HFB13_206,0.08202371821520764
4SGA7_014,0.5896059806982321
4SGA7_046,0.5925321998234477
NPB6_058,0.6417921298177013
4SGA8_329,0.5635864647296142
4SGA7_165,0.5849152134783037
HFB12_035,0.068339807235742
4SFGA3_152,0.09424142064508433
HFA4_108,0.05998746062616687
HFA1_007,0.7260403488876059
HFA1_022,0.3336743597929978
HFB12_128,0.14503911960906626
HFA4_078,0.3566577749654294
PSA7_063,0.15594421476863105
HFB11_054,0.08032022492997919
HFB12_087,0.1176503710208482
4SGA8_274,0.5418345621410275
4SFGA4_011,0.3092817577763447
NPB8_032,0.09500844880804633
NPB2_072,0.1450707487931718
4SFGA3_015,0.17202675441382673
HFB11_032,0.09171748895787862
4SGA7_086,0.5965733667853291
4SFGA4_092,0.12610014016542093
4SGA7_054,0.5791934730801044
HFB13_199,0.06488970582286284
4SFGA6_008,0.06601146768420728
HFA1_036,0.28848003164593483
PSA6_034,0.21211155268966222
HFB13_075,0.0876102635402122
NPA7_066,0.02214783156381728
4SFGA4_219,0.10352811201668542
HFB10_011,0.10063768511725281
4SFGA6_052,0.1217390626611931
NPB7_012,0.029991409838053623
PSB3_033,0.9967366108587672
4SFGA4_004,0.21472228655697861
4SGA8_043,0.5527054844731683
HFB10_153,0.08180378357834868
NPB5_030,0.095926929187439
PSA6_025,0.1723574875411762
4SGA8_355,0.47628606448386446
NPB5_019,0.019203695305928168
PSA1_010,0.8468127836155198
4SFGA5_036,0.2837345559057512
NPA7_044,0.034113726623331925
PSA2_038,0.09749293430255236
HFB9_059,0.11641177453190336
NPB6_013,0.0888169424075083
HFB13_034,0.09528137983094027
HFB13_082,0.10258519225194511
4SGA7_056,0.5677942881452553
4SGA9_227,0.5227530718164016
NPA6_083,0.09347951514789367
HFB12_101,0.07827080470696648
4SFGA3_047,0.17688040794048546
HFB9_091,0.03919779772798983
HFA1_104,0.06526722823659205
HFB13_028,0.09913643502499538
PSB1_020,0.9157695525535917
4SFGA6_151,0.13479069488933698
NPB4_039,0.027489020361575068
NPB2_050,0.05836147442234809
4SGA7_091,0.551818295038148
HFA4_003,0.029346339676853638
HFB13_178,0.09498736458728614
4SFGA3_039,0.24589314109166485
4SGA8_306,0.5643581292809453
HFB11_003,0.09642368578442263
HFA1_067,0.0947415786888327
4SGA7_029,0.5486101728533581
HFB14_038,0.06953974005883808
HFB13_069,0.003216476691687253
4SGA9_133,0.5930158930256074
HFB13_092,0.20387354461042806
4SFGA3_048,0.10774121425301919
4SFGA5_119,0.10659446624932381
4SGA8_340,0.5657403727970853
HFB9_180,0.08194044533838943
4SFGA3_161,0.09949880874438248
HFB13_018,0.08343076011322843
PSA1_039,0.14213473130775073
4SFGA3_061,0.11529191181880583
NPB5_039,0.031236800436603977
4SFGA5_107,0.38933144488235766
HFB9_128,0.09126937922850907
4SFGA3_181,0.9065130739241801
4SFGA4_150,0.11571194371729675
NPA6_056,0.26399930398359117
HFA4_090,0.08070583802324253
4SGA9_258,0.5344134147535882
HFB10_099,0.12821809231590545
HFB12_030,0.1223090490249222
4SGA7_087,0.5912431106051085
4SGA9_213,0.556933463901691
4SGA7_246,0.5758804493776241
4SGA8_310,0.5616136455865589
4SGA7_093,0.41553205594282266
HFB12_110,0.02693771635738512
4SFGA3_194,0.08679876394695564
4SGA7_245,0.520091151544859
4SFGA6_118,0.09247588957717527
HFB9_163,0.12897483493426623
NPB6_006,0.6267510648102909
4SFGA6_068,0.08770534105653674
NPA7_092,0.91851815055493
4SGA7_248,0.5559788115860316
NPB2_043,0.11803180114028906
PSA1_011,0.8265711226380072
4SGA7_267,0.5806270237167647
4SFGA6_201,0.07939842865758898
HFB13_103,0.12086620673577828
HFB9_069,0.06786909610621246
4SGA7_067,0.5440332593295077
PSA7_044,0.9134490801325587
PSA6_039,0.017772586427491417
4SFGA4_101,0.08301808547596719
4SFGA6_188,0.08503896957704526
HFB10_163,0.09910261951529539
NPB4_025,0.04465168983053577
NPB7_016,0.08928379685408648
HFB9_079,0.15677400188158844
4SGA9_175,0.556854756352085
4SGA9_235,0.5437139481671297
HFB13_037,0.3322667672696925
4SGA8_151,0.5357621323576494
NPB4_018,0.08948993724883009
4SFGA3_120,0.1080323085709899
4SGA7_247,0.5867576420994809
HFA1_032,0.02545543075960511
4SGA7_062,0.599791231073988
4SGA7_064,0.5778691620717875
HFB14_013,0.11614313499915917
4SGA8_333,0.5511289940710271
4SGA9_268,0.565937400649388
4SFGA5_161,0.29064048588667946
4SGA8_372,0.5924182218101739
HFB12_097,0.07203692206501149
HFB12_042,0.09639712333879502
4SFGA3_123,0.14285834972587902
NPA7_022,0.029457256072354516
NPA6_031,0.008951884416924438
HFA4_020,0.02318598439418516
4SFGA4_169,0.09560628522017298
4SGA7_269,0.5791471260576931
NPA7_003,0.6388577333195788
4SGA7_023,0.5867111229001354
HFA1_092,0.05055635355700595
NPA7_075,0.020180632216057058
4SGA8_070,0.5231382919415748
4SGA7_334,0.5903641899494094
HFB12_028,0.07022445106692635
PSA1_074,0.027396848919591325
4SFGA4_177,0.18689219879411056
PSA7_036,0.15076391263311914
NPA7_034,0.16898581677756133
4SFGA4_193,0.17707674514274546
PSA7_066,0.018133802908980038
4SFGA4_021,0.16572857577205793
NPB4_021,0.021384301216236277
NPA7_039,0.09963929261523556
HFA4_075,0.08987797493456524
4SFGA5_147,0.08049236384143103
NPB5_053,0.01979095155591423
4SGA8_237,0.562538010825607
HFB9_027,0.08046259602937923
4SGA9_299,0.5466465973318136
HFA4_022,0.017790352558925922
4SGA8_028,0.5979762049536436
4SGA9_257,0.5764241093738939
HFB13_079,0.03572338505582737
4SGA9_170,0.43597825146038727
HFA1_056,0.1289686313163547
4SGA7_317,0.5054436307535194
4SGA8_034,0.02446166475844862
4SGA7_044,0.59628997118017
HFB10_118,0.09575752011576473
4SGA8_099,0.5936038715905755
NPA7_004,0.006095763713359517
PSA7_050,0.028610209623094983
HFB9_011,0.09143185309307425
HFB10_062,0.0849932978294745
4SFGA4_184,0.10734210132220101
4SGA9_094,0.5955107953363352
4SFGA4_010,0.1719886917279118
HFB13_160,0.07786702150020086
4SFGA6_005,0.2951251610611662
HFB12_050,0.11017533703595815
4SGA7_330,0.5653549254123555
4SGA9_043,0.5639949229880001
PSB3_031,0.16801631933865063
4SFGA3_166,0.1988223222986897
HFB10_017,0.1141221113259597
4SFGA4_147,0.07948713536592257
4SGA8_089,0.4651315548393686
NPA6_024,0.21563543575049324
HFB13_133,0.055834739732265416
PSA1_053,0.990207995271327
HFB9_105,0.11526915085375988
HFB14_035,0.16936063061348955
4SGA7_341,0.5744300874513327
HFA4_002,0.12597234539142388
4SGA8_013,0.557535248195454
4SGA7_357,0.5710779481047183
HFB13_102,0.24620149510762226
4SFGA4_189,0.11206279879638084
HFB13_209,0.11778724109056987
HFB12_026,0.06758666191173798
4SFGA6_011,0.09539751254549574
4SGA8_153,0.5817382141848009
NPB7_051,0.025072428010145163
4SGA7_055,0.5962242362031099
PSA8_044,0.04432631995308901
HFB10_074,0.02534351391533371
HFB13_086,0.0818627036011129
4SGA7_343,0.5944933285051781
HFA1_002,0.2952018522620907
HFB13_203,0.0868386668062925
PSA6_005,0.06407759939249216
HFB12_130,0.09557301863639621
NPB4_017,0.03504396609950525
PSB1_088,0.8945206037593233
NPA6_010,0.0064120308093993045
HFB11_063,0.2744572412683375
HFB9_006,0.09114423837108847
4SGA9_067,0.5604532114628678
4SFGA4_059,0.18559663144285346
NPB8_051,0.10293966504799791
NPA7_095,0.024053028746374296
HFA1_025,0.05161814402575382
HFB13_062,0.08056848471966542
4SGA7_137,0.5901479910758444
NPB8_012,0.09715373554541941
4SGA8_024,0.5792870750152729
4SGA8_224,0.5317978606206768
HFB13_108,0.1109749149101009
PSB3_078,0.7127014986533139
4SGA7_254,0.32911833811477165
4SGA7_057,0.5981837505187136
4SGA7_021,0.5753371097099411
PSB2_051,0.08581336422657454
NPB4_020,0.2155307571594719
4SGA7_311,0.5849082575783003
4SGA9_189,0.5455860678029263
4SGA8_363,0.5202040333585546
4SFGA6_109,0.09142675560608222
4SFGA5_016,0.0885840172340659
4SGA8_054,0.525817191431347
HFB13_159,0.055048936995018824
PSA1_004,0.04285924078680802
PSA1_021,0.11740759971469464
HFB12_109,0.07264136796384167
NPB4_041,0.16683240225218382
NPB7_024,0.025435799684453017
4SGA8_148,0.528498648172578
HFB11_077,0.09138841080090843
HFB12_155,0.06345047803757892
PSB1_056,0.28795942543007164
4SFGA4_140,0.09419273951229969
NPB5_087,0.08386478909621628
PSB3_026,0.08651737411375154
HFB9_050,0.1327450734281395
4SFGA6_241,0.08729603764669917
4SGA8_176,0.2981205938294499
4SGA8_183,0.41506748808823174
4SGA7_003,0.5597462253035793
HFA1_116,0.4928923179001071
PSA6_045,0.14745943263715205
HFA4_081,0.13817079189924025
4SGA8_275,0.5742975452219882
NPB5_066,0.025976712815434528
HFB10_054,0.02628914455814451
4SFGA5_101,0.09507514372655732
4SGA8_225,0.553619708450791
4SFGA6_211,0.10561032575499833
HFB9_017,0.07700179084632275
PSA1_070,0.042816425044930405
4SGA8_300,0.5929378177895082
HFB9_146,0.13139188063115126
HFB9_161,0.07995125064878524
NPB2_014,0.060018938492772296
NPB5_057,0.13271588727102007
NPA6_099,0.026416059757958715
4SFGA4_208,0.07989743936729918
HFB9_176,0.09618978637697258
NPA7_057,0.044708610814580274
HFB11_027,0.07927161637939519
HFA4_027,0.07076626089432686
4SFGA5_175,0.11569139249130515
4SFGA4_040,0.10020559079394964
PSA2_002,0.1325103298014954
4SFGA3_010,0.08611035047502849
4SGA9_278,0.564513981904709
PSA7_014,0.0855097141643878
HFB10_045,0.02465231974851516
NPB8_036,0.25276361213544857
4SGA7_155,0.5874093721662594
NPA7_012,0.08825169189534263
4SGA8_117,0.5554626441339131
4SFGA5_017,0.21129073942532742
HFB14_041,0.10189769532111788
4SGA7_307,0.30025371907249354
PSB1_032,1.0
HFB9_160,0.07382142307507328
PSB1_068,0.9115493579963758
HFB14_009,0.08285790006399875
HFB9_012,0.06315105633755153
4SFGA4_130,0.08126808462544167
HFB13_196,0.09262107883069064
4SGA7_066,0.5503189516369653
4SFGA6_010,0.08423091045449112
NPA6_061,0.018305121992376615
4SFGA4_066,0.11237475017396165
4SGA8_139,0.5332085498206741
4SFGA6_242,0.14213998589134572
NPA6_065,0.141513779911001
HFB11_052,0.07862612738320636
HFB9_062,0.07899700316729899
HFA4_050,0.12582781213890712
4SGA7_024,0.5938953399532126
4SGA9_046,0.018514419065838075
4SGA8_012,0.5716420473727908
4SGA7_299,0.5662942076381237
NPA6_048,0.0808356733124079
NPB4_035,0.3381185390359322
HFB11_067,0.13349578824667624
HFB11_085,0.02337477146873154
HFA1_084,0.9078469292426513
4SGA8_206,0.36954037608188217
4SGA7_263,0.5603531300421942
4SGA7_230,0.5708395051209552
HFB9_034,0.06352302243964021
4SFGA5_160,0.1109031402786407
4SFGA3_104,0.08789060653121578
NPA6_087,0.0017636398459996605
NPA7_081,0.027252202001239925
HFA1_005,0.08469809275921464
NPB5_090,0.036118613489137814
4SGA7_147,0.5905221397462642
4SFGA6_017,0.28956133532909967
NPA7_038,0.055879431395218726
4SGA8_104,0.5507923655773814
NPA7_033,0.038520389954323025
HFB11_002,0.0
HFB13_166,0.0619018018139967
4SGA8_351,0.5118944113822224
HFB11_125,0.1219727482862885
PSB1_072,0.8278936095080726
HFB11_080,0.07990182875666783
4SGA7_012,0.5879307433132778
HFA1_076,0.4135759403589944
4SGA9_105,0.5937470418735755
4SGA7_310,0.5596373597779848
PSA5_025,0.10284237921355698
HFB11_122,0.09950974168339966
4SGA7_058,0.5689031621502867
HFB13_006,0.08592376679507388
4SFGA4_217,0.17231837252525686
HFB11_128,0.10395866117788988
4SGA7_296,0.5470702029229694
NPA7_059,0.01758937351972753
HFB13_022,0.13721751703663046
PSA2_034,0.13019195045238685
HFA4_049,0.1332664087534356
4SFGA4_125,0.1047991785602187
4SFGA6_245,0.0993760830157293
4SGA8_271,0.5847615741508873
NPB2_068,0.03610629398457574
4SFGA4_105,0.1560573635454263
HFB12_004,0.046765238481046335
NPA6_009,0.9022133209541561
PSB3_020,0.049700950469849514
HFB13_026,0.08739988137519332
HFB9_032,0.13529021552601753
4SGA9_143,0.5425002434389928
HFB10_109,0.051445466321681364
NPB5_088,0.025521937844945185
HFB9_118,0.10426163644511727
NPB6_023,0.023630306599365408
4SGA9_185,0.5974185500199664
4SGA7_081,0.5994045053523807
4SGA8_195,0.39121909159720347
HFA4_120,0.0068770486007140265
4SGA8_339,0.3569011883807737
4SGA8_056,0.5644465568461485
4SGA9_308,0.5944485715913232
HFB10_105,0.0487523424364808
NPB5_040,0.11703859313574497
4SFGA6_154,0.1090706933862265
4SGA7_142,0.5894159428567417
4SGA9_022,0.5871706993628819
4SGA7_358,0.5648205938494804
PSB2_044,0.031335637588382585
PSB3_004,0.007731011288567508
4SFGA4_132,0.34913090567518645
4SGA7_290,0.3770433716575323
4SFGA5_110,0.20020782778315466
NPA7_020,0.024348815112271008
PSA7_010,0.07488124800089437
HFA1_062,0.07302907383630815
PSA6_027,0.3055997334771874
PSB2_034,0.10095030086726864
4SGA7_004,0.5239029452031374
PSB3_036,0.007187831269763541
4SFGA6_146,0.1267213244589396
NPB2_071,0.1671200169035077
HFB10_150,0.021582332992148925
HFA4_122,0.09695362962848394
HFB11_144,0.0804096432138932
HFA4_118,0.3692717179485484
4SFGA5_031,0.15754556307220643
PSB1_046,0.015131704293958678
HFB10_134,0.09472017584198063
HFB13_081,0.05722871843019774
4SFGA3_143,0.11241821446475354
4SGA7_278,0.5935025446127933
4SFGA6_187,0.28457493615639584
HFB9_120,0.03764845583033194
4SGA7_018,0.549231678461844
HFB11_133,0.09506940823804275
HFB9_110,0.028185765292798582
NPA7_093,0.024142251690707914
NPA6_004,0.9047285393735737
4SFGA3_186,0.09655306955092659
4SFGA5_127,0.9060519171654662
PSA6_049,0.04369942161917385
HFB10_035,0.11585307642938139
4SGA7_043,0.5816569213883064
NPA6_047,0.020350669468980027
PSA7_061,0.1918949997379988
NPB7_014,0.04082861299375296
4SGA7_324,0.5961395632482215
4SGA9_134,0.5447788522171038
4SFGA4_055,0.08411169557133498
HFB10_161,0.10459577148859162
4SGA7_252,0.5531494033140193
HFB9_076,0.07892421620037823
NPB5_065,0.03155264672056612
HFA1_004,0.9885448619683418
4SGA9_237,0.571764455209946
4SGA8_330,0.5948645115615574
4SFGA6_064,0.13147006921996754
HFB12_122,0.0913279752754422
HFA1_003,0.3156310994499075
4SGA7_329,0.5527611187320483
4SGA7_189,0.5356146137445362
4SFGA3_198,0.12819663369659648
PSA1_095,0.8186675858218239
4SFGA4_113,0.9172581848806259
NPB5_031,0.03282987925754917
PSB3_079,0.013127502680604745
HFA1_046,0.0011172221821016918
HFB11_042,0.1312427101636871
NPB8_022,0.05933507545061656
4SFGA3_116,0.10039676289196164
NPB6_031,0.11838542370706741
4SGA7_340,0.5582476818439789
4SGA7_035,0.5934164255426974
HFB10_024,0.11986129567632109
4SFGA5_163,0.1604543148078162
4SFGA3_183,0.11987616690750981
PSB3_030,0.11989083963228894
PSA8_014,0.053002481940391304
4SFGA4_084,0.08420852916011179
HFB11_011,0.15328843583609547
NPA7_047,0.09304145606832827
4SFGA4_110,0.2782463065282036
HFB10_089,0.10455249800672319
4SGA8_207,0.5791999007656078
4SGA9_113,0.5702748100548214
NPB7_044,0.31784390365422577
4SGA8_078,0.513028730170501
4SGA8_335,0.543815581660869
HFB10_064,0.08815437739842105
HFA1_117,0.08135242048699437
HFA1_101,0.07179828454152487
4SGA8_212,0.3695036074218868
4SFGA3_037,0.09699911913840377
PSB3_059,0.10954557841418083
4SGA9_030,0.5989427923399476
HFB13_073,0.06788245548017618
HFB11_091,0.08667676023500297
NPA6_045,0.2797213590227619
4SGA9_262,0.5692969517154359
4SGA7_275,0.5423856203055023
4SGA9_279,0.5462739540480331
HFB9_168,0.08742305517336214
HFA4_099,0.023960755009936583
4SGA7_175,0.564788867616865
PSA7_040,0.9880209155645071
HFB9_107,0.0744609247572291
4SFGA4_046,0.09508225993311839
HFB11_026,0.07941790801692745
4SGA8_060,0.5688894664797136
4SGA7_148,0.5837424809129519
4SFGA5_041,0.09476665464231336
NPA6_064,0.00825972838848264
4SGA8_308,0.5652966770475688
4SFGA6_117,0.07103009544094842
4SGA7_260,0.5954477936067105
4SFGA4_142,0.08467494411229744
NPB8_052,0.011316618454897235
4SGA7_354,0.5562781921998927
4SFGA6_079,0.08284025070973036
PSB2_088,0.4172046357668646
PSB2_021,0.13009884996475343
4SGA9_089,0.5303103655877299
PSA9_017,0.06505170571099163
HFB11_040,0.09044495808020053
4SFGA6_115,0.08541141473922191
4SFGA5_056,0.28595430192610527
NPB6_049,0.07717267029420481
HFB12_125,0.10886428822162132
4SGA7_078,0.5671065489593248
4SGA7_365,0.5673243726612565
HFB10_008,0.0817195220823367
4SGA9_282,0.5938146976365493
PSA2_020,0.7184722718401299
HFB14_030,0.09345508738167882
HFB11_087,0.13875121977318217
HFB12_077,0.08019589265863838
HFB11_028,0.07898187839589137
HFB11_048,0.07750322370766914
4SGA7_369,0.5598968314128073
HFB11_156,0.031013382223787894
HFB10_131,0.09730545720109
PSA1_008,0.023423683068779712
4SFGA3_109,0.8751546192333388
PSA2_009,0.6647615807368327
4SFGA5_151,0.08660152207782909
PSB1_051,0.9119740946760677
4SFGA5_090,0.08628845511110204
4SFGA6_102,0.11320375971439975
HFB13_020,0.07984495808753565
4SGA7_134,0.5887832262686064
NPB3_028,0.028529402798990987
HFB10_073,0.028295822447145014
4SFGA6_023,0.07927676406544841
4SFGA6_205,0.0757962119946738
4SGA7_219,0.5684194214007908
HFB9_115,0.3072366745074943
NPB2_045,0.02343577615830251
PSB1_079,0.6892931603094212
4SGA7_007,0.5447063062472247
4SFGA6_027,0.2789556914829166
4SGA8_102,0.5608738879761224
4SGA7_110,0.5690828267959149
4SFGA3_089,0.08125744031383594
HFB13_163,0.10650890150150896
NPB5_022,0.2898276428703384
4SFGA6_138,0.2928534620919814
HFB13_134,0.08381074786832726
HFB13_132,0.060125157923550256
4SFGA6_123,0.3047712035127824
PSA5_027,0.11301256685958455
4SGA7_009,0.570165622657272
NPA7_041,0.022437829794229744
NPB2_034,0.1039115109218642
PSB3_042,0.09943328913135498
4SGA7_366,0.5701274588387141
4SGA7_325,0.5942874696049505
PSB1_067,0.06500341693800213
4SGA7_124,0.4646752754723626
4SGA7_181,0.5964861055718124
HFB9_064,0.10893077880135385
4SFGA3_053,0.152328923701832
4SGA8_298,0.5500080609308994
HFB13_038,0.0921133094174907
HFB13_011,0.1289878810839202
4SGA8_058,0.560692039391605
NPA7_069,0.015410497141012586
4SFGA5_154,0.09606548648160483
